admission_date|company_name|icb_industry|icb_supersector|country_of_incorp|world_region|market|international_issuer|market_cap
1969-03-07|BARLOWORLD LD|Industrials|Industrial Goods and Services|South Africa|Africa|MAIN MARKET|Yes|1293.70
2004-07-14|BARON OIL PLC|Energy|Energy|United Kingdom|Europe|AIM|No|2.32
2001-01-30|BARONSMEAD SECOND VENTURE TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|149.61
1998-04-03|BARONSMEAD VENTURE TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|133.62
1970-03-25|BARR (A.G.) PLC|Consumer Staples|Food, Beverage and Tobacco|United Kingdom|Europe|MAIN MARKET|No|539.98
1968-11-29|BARRATT DEVELOPMENTS PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|4490.67
2013-01-08|BASE RESOURCES LIMITED|Basic Materials|Basic Resources|Australia|Pacific|AIM|Yes|79.08
2017-09-22|BASKERVILLE CAPITAL PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1.65
1999-07-12|BATM ADVANCED COMMUNICATIONS LD|Telecommunications|Telecommunications|Israel|Middle East|MAIN MARKET|Yes|198.13
2016-12-02|BB HEALTHCARE TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|541.62
2011-12-21|BBGI SICAV S.A.|Financials|Financial Services|Luxembourg|Europe|MAIN MARKET|Yes|1014.64
1995-04-13|BBVA CAPITAL FUNDING LD|||Cayman Islands|North America|MAIN MARKET|Yes|0.00
2016-05-10|BE HEARD GROUP PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|2.49
2002-11-12|BEAZLEY PLC|Financials|Insurance|United Kingdom|Europe|MAIN MARKET|No|2069.94
2017-11-27|BEEKS FINANCIAL CLOUD GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|41.36
2004-10-01|BEGBIES TRAYNOR GROUP PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|100.88
1979-05-17|BELLWAY PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|2658.94
2012-02-21|BELVOIR GROUP PLC|Real Estate|Real Estate|United Kingdom|Europe|AIM|No|33.70
2015-12-30|BENCHMARK HOLDINGS PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|180.21
2005-05-09|BEOWULF MINING PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|21.08
2006-12-06|BERKELEY ENERGIA LIMITED|Basic Materials|Basic Resources|Australia|Pacific|MAIN MARKET|Yes|20.04
1985-12-16|BERKELEY GROUP HOLDINGS (THE) PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|4544.31
2019-05-03|BERMELE PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1.94
2006-08-14|BEST OF THE BEST PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|37.04
2010-07-08|BETTER CAPITAL PCC LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|25.37
2005-10-21|BEXIMCO PHARMACEUTICALS LIMITED|Health Care|Health Care|Bangladesh|Asia|AIM|Yes|0.00
2006-09-29|BEZANT RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|0.83
2008-05-29|BH GLOBAL LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|373.78
2007-03-14|BH MACRO LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|499.72
1997-07-28|BHP GROUP PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|26443.14
2004-10-25|BIDSTACK GROUP PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|15.92
2016-10-13|BIFFA PLC|Utilities|Utilities|United Kingdom|Europe|MAIN MARKET|No|449.50
2016-12-19|BIG SOFA TECHNOLOGIES GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|4.75
2002-06-07|BIG YELLOW GROUP PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|1678.07
2015-05-12|BIGBLU BROADBAND PLC|Telecommunications|Telecommunications|United Kingdom|Europe|AIM|No|39.74
2018-08-02|BIGDISH PLC|Technology|Technology|Jersey|Europe|MAIN MARKET|No|3.32
2015-03-06|BILBY PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|5.73
2005-06-15|BILLING SERVICES GROUP LIMITED|Industrials|Industrial Goods and Services|Bermuda|North America|AIM|Yes|4.94
1995-09-29|BILLINGTON HOLDINGS PLC|Industrials|Construction and Materials|United Kingdom|Europe|AIM|No|35.88
2010-07-13|BIOME TECHNOLOGIES PLC|Basic Materials|Chemicals|United Kingdom|Europe|AIM|No|3.92
2017-03-27|BIOPHARMA CREDIT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|986.17
1997-06-23|BIOTECH GROWTH TRUST (THE) PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|319.15
2014-04-29|BIOVENTIX PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|191.49
1948-03-14|BISICHI PLC|Energy|Energy|United Kingdom|Europe|MAIN MARKET|No|8.01
2000-02-29|BLACKBIRD PLC|Technology|Technology|United Kingdom|Europe|AIM|No|36.88
2005-12-13|BLACKROCK ENERGY AND RESOURCES INCOME TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|50.38
2010-12-17|BLACKROCK FRONTIERS INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|201.20
2004-09-20|BLACKROCK GREATER EUROPE INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|269.83
2001-12-12|BLACKROCK INCOME AND GROWTH INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|33.46
1990-07-12|BLACKROCK LATIN AMERICAN INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|111.89
2012-10-24|BLACKROCK NORTH AMERICAN INCOME TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|114.50
1973-03-25|BLACKROCK SMALLER CO TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|546.89
1962-06-08|BLACKROCK THROGMORTON TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|369.94
1993-12-15|BLACKROCK WORLD MINING TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|468.73
2014-07-23|BLACKSTONE / GSO LOAN FINANCING LIMITED|Financials|Financial Services|Jersey|Europe|MAIN MARKET|No|201.82
2005-03-31|BLANCCO TECHNOLOGY GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|140.18
2019-04-18|BLENCOWE RESOURCES PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1.43
2018-06-11|BLOCK ENERGY PLC|Energy|Energy|United Kingdom|Europe|AIM|No|10.65
2006-05-11|BLOM BANK SAL|Financials|Banks|Lebanon|Middle East|ADMISSION TO TRADING ONLY|Yes|0.00
1994-06-23|BLOOMSBURY PUBLISHING PLC|Consumer Discretionary|Media|United Kingdom|Europe|MAIN MARKET|No|163.46
1996-04-25|BLUE PLANET FINANCIALS GROWTH AND INCOME INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|12.32
1999-03-24|BLUE PLANET INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|12.86
2016-03-18|BLUE PRISM GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|928.48
2004-10-29|BLUE STAR CAPITAL PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|3.03
2016-04-11|BLUEBIRD MERCHANT VENTURES LTD|Basic Materials|Basic Resources|British Virgin Islands|North America|MAIN MARKET|Yes|9.96
2013-07-12|BLUEFIELD SOLAR INCOME FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|466.83
2013-12-02|BLUEJAY MINING PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|36.86
2013-09-04|BLUEROCK DIAMONDS PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|3.10
1992-10-29|BMO CAPITAL & INCOME INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|245.56
2005-03-21|BMO COMMERCIAL PROPERTY TRUST LIMITED|Real Estate|Real Estate|Guernsey|Europe|MAIN MARKET|No|595.53
1959-06-29|BMO GLOBAL SMALLER COMPANIES PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|542.52
2008-04-16|BMO MANAGED PORTFOLIO TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|105.98
1999-03-22|BMO PRIVATE EQUITY TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|211.47
2004-06-01|BMO REAL ESTATE INVESTMENTS LIMITED|Real Estate|Real Estate|Guernsey|Europe|MAIN MARKET|No|166.57
2007-03-01|BMO UK HIGH INCOME TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|159.65
1972-01-28|BODYCOTE PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|1080.77
1980-01-14|BOEING CO.|Industrials|Industrial Goods and Services|United States|North America|MAIN MARKET|Yes|71568.59
2017-11-20|BOKU, INC.|Industrials|Industrial Goods and Services|United States|North America|AIM|Yes|209.27
2001-10-03|BONHILL GROUP PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|3.64
2014-03-14|BOOHOO GROUP PLC|Consumer Discretionary|Retail|Jersey|Europe|AIM|No|2228.61
1974-11-29|BOOT (HENRY) PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|266.35
2005-05-24|BORDERS & SOUTHERN PETROLEUM PLC|Energy|Energy|United Kingdom|Europe|AIM|No|3.53
2016-10-12|BOSTON INTERNATIONAL HOLDINGS PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1.10
2011-02-02|BOTSWANA DIAMONDS PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|3.01
2010-12-24|BOULD OPPORTUNITIES PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|2.85
2008-07-28|BOUSSARD & GAVAUDAN HOLDING LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|188.68
2004-12-07|BOWLEVEN PLC|Energy|Energy|United Kingdom|Europe|AIM|No|6.58
1954-03-29|BP PLC|Energy|Energy|United Kingdom|Europe|MAIN MARKET|No|69740.43
1997-11-27|BRAEMAR SHIPPING SERVICES PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|31.67
2007-06-27|BRAIME GROUP PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|19.73
2006-05-09|BRAND ARCHITEKTS GROUP PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|21.08
2013-11-12|BRAVE BISON GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|5.20
2007-03-30|BRAVEHEART INVESTMENT GROUP PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|3.02
2010-09-06|BREEDON GROUP PLC|Industrials|Construction and Materials|Jersey|Europe|AIM|No|1137.68
1994-06-09|BREWIN DOLPHIN HOLDINGS PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|664.08
2019-08-29|BRICKABILITY GROUP PLC|Industrials|Construction and Materials|United Kingdom|Europe|AIM|No|87.57
2016-04-27|BRIGHTON PIER GROUP PLC (THE)|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|11.75
1997-07-28|BRISTOL & WEST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|0.00
1992-10-29|BRISTOL WATER PLC|Utilities|Utilities|United Kingdom|Europe|MAIN MARKET|No|17.50
1947-06-04|BRITISH & AMERICAN INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|8.63
1962-01-29|BRITISH AMERICAN TOBACCO PLC|Consumer Staples|Food, Beverage and Tobacco|United Kingdom|Europe|MAIN MARKET|No|63296.54
1951-03-20|BRITISH LAND COMPANY PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|3115.47
1996-04-04|BRITISH SMALLER COMPANIES VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|97.22
2001-04-12|BRITISH SMALLER COMPANIES VCT2 PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|66.89
2005-12-14|BRITVIC PLC|Consumer Staples|Food, Beverage and Tobacco|United Kingdom|Europe|MAIN MARKET|No|1871.43
2005-03-11|BROOKS MACDONALD GROUP PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|236.24
1972-11-10|BROWN (N) GROUP PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|41.92
1950-02-28|BRUNNER INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|340.20
2019-07-26|BSF ENTERPRISE PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1.32
1984-12-03|BT GROUP PLC|Telecommunications|Telecommunications|United Kingdom|Europe|MAIN MARKET|No|11651.12
1957-06-20|BUNZL PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|5488.12
2002-07-18|BURBERRY GROUP PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|5360.31
2009-10-21|BURFORD CAPITAL LIMITED|Financials|Financial Services|Guernsey|Europe|AIM|No|918.33
2012-03-26|BUSHVELD MINERALS LIMITED|Basic Materials|Basic Resources|Guernsey|Europe|AIM|No|108.96
2009-02-19|BYBLOS BANK S.A.L|Financials|Banks|Lebanon|Middle East|MAIN MARKET|Yes|0.00
2005-07-06|BYOTROL PLC|Basic Materials|Chemicals|United Kingdom|Europe|AIM|No|23.88
2004-05-19|C&C GROUP PLC|Consumer Staples|Food, Beverage and Tobacco|Ireland|Europe|MAIN MARKET|Yes|610.73
2014-10-23|C4X DISCOVERY HOLDINGS PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|15.71
2018-02-21|CABLEVISION HOLDING S.A.|Telecommunications|Telecommunications|Argentina|Latin America|MAIN MARKET|Yes|0.00
2006-03-31|CADENCE MINERALS PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|3.53
2008-06-23|CADOGAN PETROLEUM PLC|Energy|Energy|United Kingdom|Europe|MAIN MARKET|No|8.49
1961-07-22|CAFFYNS PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|8.16
1988-12-22|CAIRN ENERGY PLC|Energy|Energy|United Kingdom|Europe|MAIN MARKET|No|456.31
2015-06-10|CAIRN HOMES PLC|Consumer Discretionary|Consumer Products and Services|Ireland|Europe|MAIN MARKET|Yes|450.91
2018-06-27|CAKE BOX HOLDINGS PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|46.00
2010-04-08|CALCULUS VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|8.70
1960-06-01|CALEDONIA INVESTMENTS PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1348.35
2005-06-27|CALEDONIA MINING CORPORATION PLC|Basic Materials|Basic Resources|Jersey|Europe|AIM|No|82.92
1995-09-29|CALEDONIAN TRUST PLC|Real Estate|Real Estate|United Kingdom|Europe|AIM|No|18.26
2020-02-07|CALISEN PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|986.37
2007-03-06|CAMBIUM GLOBAL TIMBERLAND LIMITED|Basic Materials|Basic Resources|Jersey|Europe|AIM|No|5.60
2007-12-11|CAMBRIA AFRICA PLC|Financials|Financial Services|Isle of Man|Europe|AIM|No|1.47
2010-04-01|CAMBRIA AUTOMOBILES PLC|Consumer Discretionary|Retail|United Kingdom|Europe|AIM|No|35.50
2013-04-18|CAMBRIDGE COGNITION HOLDINGS PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|5.92
2014-09-19|CAMELLIA PLC|Consumer Staples|Food, Beverage and Tobacco|United Kingdom|Europe|AIM|No|189.89
1995-02-27|CANADIAN GENERAL INVESTMENTS, LD|Financials|Financial Services|Canada|North America|MAIN MARKET|Yes|236.77
2014-04-04|CANADIAN OVERSEAS PETROLEUM LIMITED|Energy|Energy|Canada|North America|MAIN MARKET|Yes|2.00
1991-08-21|CAPITA PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|545.83
2010-05-17|CAPITAL & COUNTIES PROPERTIES PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|1407.23
1995-05-22|CAPITAL & REGIONAL PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|95.88
2010-06-07|CAPITAL DRILLING LIMITED|Basic Materials|Basic Resources|Bermuda|North America|MAIN MARKET|Yes|65.75
1973-02-09|CAPITAL GEARING TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|489.11
2006-04-20|CAP-XX LIMITED|Industrials|Industrial Goods and Services|Australia|Pacific|AIM|Yes|8.77
2008-12-09|CARADOR INCOME FUND PLC|Financials|Financial Services|Ireland|Europe|MAIN MARKET|Yes|3.13
1959-06-30|CARCLO PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|3.60
2014-05-20|CARD FACTORY PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|112.16
1947-06-18|CARDIFF PROPERTY PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|20.77
2005-10-12|CARETECH HOLDINGS PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|426.24
1999-06-02|CARIBBEAN INVESTMENT HOLDINGS LIMITED|Financials|Banks|Belize|Latin America|AIM|Yes|25.47
1999-07-30|CARILLION PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|61.10
2000-10-23|CARNIVAL PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|1791.42
1972-05-17|CARR'S GROUP PLC|Consumer Staples|Food, Beverage and Tobacco|United Kingdom|Europe|MAIN MARKET|No|95.18
2008-03-03|CASPIAN SUNRISE PLC|Energy|Energy|United Kingdom|Europe|AIM|No|61.19
1973-03-25|CASTINGS PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|129.15
2006-05-22|CASTLETON TECHNOLOGY PLC|Technology|Technology|United Kingdom|Europe|AIM|No|53.52
2005-09-02|CATALYST MEDIA GROUP PLC|Telecommunications|Telecommunications|United Kingdom|Europe|AIM|No|11.04
2010-12-20|CATCO REINSURANCE OPPORTUNITIES FUND LIMITED|Financials|Financial Services|Bermuda|North America|MAIN MARKET|Yes|173.86
1999-12-08|CATENA GROUP PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|8.51
2003-07-01|CATENAE INNOVATION PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|0.70
2004-09-27|CATHAY FINANCIAL HOLDING CO LTD|Financials|Insurance|Taiwan|Asia|ADMISSION TO TRADING ONLY|Yes|0.00
2001-03-12|CATHAY INTERNATIONAL HOLDINGS LD|Health Care|Health Care|Bermuda|North America|MAIN MARKET|Yes|7.00
2015-12-15|CC JAPAN INCOME & GROWTH TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|147.53
2018-10-22|CEIBA INVESTMENTS LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|90.17
2004-11-09|CELLO HEALTH PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|120.15
2005-12-22|CELTIC PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|145.03
2006-10-31|CENKOS SECURITIES PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|22.96
2011-12-30|CENTAMIN PLC|Basic Materials|Basic Resources|Jersey|Europe|MAIN MARKET|No|1405.64
2004-12-17|CENTAUR MEDIA PLC|Consumer Discretionary|Media|United Kingdom|Europe|MAIN MARKET|No|35.39
2010-09-30|CENTRAL ASIA METALS PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|274.95
2013-09-02|CENTRALNIC GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|152.02
1997-02-17|CENTRICA PLC|Utilities|Utilities|United Kingdom|Europe|MAIN MARKET|No|2216.49
2007-02-13|CEPS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|5.02
2004-11-25|CERES POWER HOLDINGS PLC|Energy|Energy|United Kingdom|Europe|AIM|No|559.70
2016-03-18|CERILLION PLC|Technology|Technology|United Kingdom|Europe|AIM|No|55.49
1996-07-11|CG POWER AND INDUSTRIAL SOLUTIONS LIMITED|Industrials|Industrial Goods and Services|India|Asia|PROFESSIONAL SECURITIES MARKET|Yes|0.00
2007-11-08|CHAARAT GOLD HOLDINGS LTD|Basic Materials|Basic Resources|British Virgin Islands|North America|AIM|Yes|122.24
2015-12-18|CHALLENGER ACQUISITIONS LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|0.38
2006-11-23|CHAMBERLIN PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|1.43
2005-12-30|CHARACTER GROUP PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|44.90
2008-05-19|CHARIOT OIL & GAS LIMITED|Energy|Energy|Guernsey|Europe|AIM|No|5.42
1960-10-31|CHARLES STANLEY GROUP PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|128.84
1999-04-19|CHECKIT PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|20.94
2001-08-09|CHELVERTON GROWTH TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1.69
1999-05-12|CHELVERTON UK DIVIDEND TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|20.33
1974-06-07|CHEMRING GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|562.92
2013-10-07|CHENAVARI CAPITAL SOLUTIONS LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|11.62
2015-05-08|CHENAVARI TORO INCOME FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|156.19
2004-05-25|CHESNARA PLC|Financials|Insurance|United Kingdom|Europe|MAIN MARKET|No|436.68
2017-08-29|CHESTERFIELD RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|1.18
2011-05-23|CHINA NEW ENERGY LIMITED|Industrials|Construction and Materials|Jersey|Europe|AIM|No|12.22
2004-12-02|CHINA NONFERROUS GOLD LIMITED|Basic Materials|Basic Resources|Cayman Islands|North America|AIM|Yes|36.14
2000-10-18|CHINA PETROLEUM & CHEMICAL CORPORATION|Energy|Energy|China|Asia|MAIN MARKET|Yes|0.00
2005-03-23|CHINA STEEL CORPORATION|Basic Materials|Basic Resources|Taiwan|Asia|ADMISSION TO TRADING ONLY|Yes|0.00
2005-11-10|CHRISTIE GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|22.15
2001-04-04|CHRYSALIS VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|10.68
2003-04-22|CHURCHILL CHINA PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|115.36
2007-05-02|CINEWORLD GROUP PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|680.90
2017-12-21|CIP MERCHANT CAPITAL LIMITED|Financials|Financial Services|Guernsey|Europe|AIM|No|22.83
2014-03-18|CIRCASSIA PHARMACEUTICALS PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|63.04
2016-02-16|CIRCLE PROPERTY PLC|Real Estate|Real Estate|Jersey|Europe|AIM|No|45.13
2012-04-02|CITY MERCHANTS HIGH YIELD TRUST LIMITED|Financials|Financial Services|Jersey|Europe|MAIN MARKET|No|160.59
1996-08-01|CITY OF LONDON GROUP PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|45.56
2010-10-29|CITY OF LONDON INVESTMENT GROUP PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|85.53
