admission_date|company_name|icb_industry|icb_supersector|country_of_incorp|world_region|market|international_issuer|market_cap
1968-07-10|ROYAL BANK OF SCOTLAND GROUP PLC|Financials|Banks|United Kingdom|Europe|MAIN MARKET|No|13654.02
2005-07-20|ROYAL DUTCH SHELL PLC|Energy|Energy|United Kingdom|Europe|MAIN MARKET|No|108777.07
2013-10-15|ROYAL MAIL PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|1252.00
1995-04-10|RPS GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|77.98
1993-10-13|RSA INSURANCE GROUP PLC|Financials|Insurance|United Kingdom|Europe|MAIN MARKET|No|4481.50
1998-06-15|RTC GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|6.00
2019-10-30|RTW VENTURE FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|178.89
2004-07-08|RUFFER INVESTMENT COMPANY LTD|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|388.70
2006-01-06|RURELEC PLC|Utilities|Utilities|United Kingdom|Europe|AIM|No|2.25
2003-11-11|RWS HOLDINGS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|1261.74
1998-07-16|RYANAIR HOLDINGS PLC|Consumer Discretionary|Travel and Leisure|Ireland|Europe|MAIN MARKET|Yes|8888.43
1961-10-06|S & U PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|196.26
2016-12-29|S4 CAPITAL PLC|Consumer Discretionary|Media|United Kingdom|Europe|MAIN MARKET|No|729.72
2006-12-20|SABIEN TECHNOLOGY GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|2.76
2017-12-06|SABRE INSURANCE GROUP PLC|Financials|Insurance|United Kingdom|Europe|MAIN MARKET|No|725.00
2018-03-15|SAFE HARBOUR HOLDINGS PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|36.11
2014-05-02|SAFESTAY PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|7.76
2007-03-14|SAFESTORE HOLDINGS PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|1347.86
2013-12-11|SAFESTYLE UK PLC|Consumer Discretionary|Retail|Jersey|Europe|AIM|No|15.32
2014-05-29|SAGA PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|190.29
2013-06-10|SAGE GROUP PLC|Technology|Technology|United Kingdom|Europe|MAIN MARKET|No|6453.86
1975-07-11|SAINSBURY (J) PLC|Consumer Staples|Personal Care, Drug and Grocery Stores|United Kingdom|Europe|MAIN MARKET|No|4656.17
2011-08-02|SALT LAKE POTASH LIMITED|Basic Materials|Chemicals|Australia|Pacific|AIM|Yes|53.00
1995-06-28|SAMSUNG ELECTRONICS CO LTD (ATT)|Technology|Technology|South Korea|Asia|MAIN MARKET / ADMISSION TO TRADING ONLY|Yes|0.00
2016-09-21|SAN LEON ENERGY PLC|Energy|Energy|Ireland|Europe|AIM|Yes|76.49
2015-04-01|SANNE GROUP PLC|Financials|Financial Services|Jersey|Europe|MAIN MARKET|No|905.58
2004-10-11|SAREUM HOLDINGS PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|11.67
2014-08-01|SAVANNAH PETROLEUM PLC|Energy|Energy|United Kingdom|Europe|AIM|No|79.31
2010-11-01|SAVANNAH RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|15.59
2006-05-11|SAVILLS PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|1180.22
2011-07-01|SBERBANK OF RUSSIA|Financials|Banks|Russian Federation|Europe|MAIN MARKET|Yes|0.00
2010-07-30|SCANCELL HOLDINGS PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|23.27
2006-08-23|SCAPA GROUP PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|173.56
2014-03-28|SCHOLIUM GROUP PLC|Consumer Discretionary|Retail|United Kingdom|Europe|AIM|No|4.15
1987-11-26|SCHRODER ASIAN TOTAL RETURN INVESTMENT COMPANY PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|302.46
1995-11-20|SCHRODER ASIAPACIFIC FUND PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|646.44
2015-12-09|SCHRODER EUROPEAN REAL ESTATE INVESTMENT TRUST PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|94.95
1995-03-09|SCHRODER INCOME GROWTH FUND PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|146.99
1994-07-11|SCHRODER JAPAN GROWTH FUND PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|190.01
2005-07-28|SCHRODER ORIENTAL INCOME FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|525.60
2004-07-16|SCHRODER REAL ESTATE INVESTMENT TRUST LIMITED|Real Estate|Real Estate|Guernsey|Europe|MAIN MARKET|No|201.44
1983-05-18|SCHRODER UK MID CAP FUND PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|134.73
2015-04-21|SCHRODER UK PUBLIC PRIVATE TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|193.99
1959-09-30|SCHRODERS PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|6812.32
2008-07-08|SCIENCE GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|85.25
2013-08-09|SCIENCE IN SPORT PLC|Consumer Staples|Food, Beverage and Tobacco|United Kingdom|Europe|AIM|No|38.69
2017-06-26|SCOTGEMS PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|30.78
2010-02-24|SCOTGOLD RESOURCES LIMITED|Basic Materials|Basic Resources|Australia|Pacific|AIM|Yes|23.37
1953-02-26|SCOTTISH AMERICAN INVESTMENT CO. PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|517.67
1952-08-20|SCOTTISH INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|476.10
1986-06-27|SCOTTISH MORTGAGE INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|8334.44
1995-03-29|SCOTTISH ORIENTAL SMALLER COMPANIES TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|200.15
2015-01-28|SCS GROUP PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|58.92
2018-12-11|SDCL ENERGY EFFICIENCY INCOME TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|296.35
2008-12-08|SDI GROUP PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|46.07
1999-12-07|SDL PLC|Technology|Technology|United Kingdom|Europe|MAIN MARKET|No|359.64
2018-01-08|SDV 2025 ZDP PLC|||United Kingdom|Europe|MAIN MARKET|No|0.00
2019-05-28|SDX ENERGY PLC|Energy|Energy|United Kingdom|Europe|AIM|No|27.64
2015-11-17|SEALAND CAPITAL GALAXY LIMITED|Technology|Technology|Cayman Islands|North America|MAIN MARKET|Yes|2.02
2016-07-26|SEC NEWGATE S.P.A.|Consumer Discretionary|Media|Italy|Europe|AIM|Yes|8.61
2014-06-05|SECURE INCOME REIT PLC|Real Estate|Real Estate|United Kingdom|Europe|AIM|No|1040.15
2007-08-01|SECURE PROPERTY DEVELOPMENT & INVESTMENT PLC|Real Estate|Real Estate|Cyprus|Europe|AIM|Yes|7.43
2011-11-02|SECURE TRUST BANK PLC|Financials|Banks|United Kingdom|Europe|MAIN MARKET|No|173.66
2005-06-28|SECURITIES TRUST OF SCOTLAND PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|176.35
2005-12-01|SEEING MACHINES LIMITED|Technology|Technology|Australia|Pacific|AIM|Yes|58.05
1949-12-01|SEGRO PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|8378.37
1996-04-04|SENECA GLOBAL INCOME & GROWTH TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|59.06
2002-04-19|SENECA GROWTH CAPITAL VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|7.60
1947-02-16|SENIOR PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|294.64
2018-08-17|SENSYNE HEALTH PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|57.86
2014-04-14|SEPLAT PETROLEUM DEVELOPMENT COMPANY PLC|Energy|Energy|Nigeria|Africa|MAIN MARKET|Yes|338.36
2015-03-03|SEQUOIA ECONOMIC INFRASTRUCTURE INCOME FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|1555.39
2005-05-10|SERABI GOLD PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|29.16
1988-05-12|SERCO GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|1503.53
2005-12-13|SERICA ENERGY PLC|Energy|Energy|United Kingdom|Europe|AIM|No|210.64
2018-05-18|SERINUS ENERGY PLC|Energy|Energy|Jersey|Europe|AIM|No|20.90
1995-06-08|SEVERFIELD PLC|Industrials|Construction and Materials|United Kingdom|Europe|MAIN MARKET|No|192.73
1989-12-12|SEVERN TRENT PLC|Utilities|Utilities|United Kingdom|Europe|MAIN MARKET|No|5425.34
1987-10-20|SHAFTESBURY PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|1898.30
2005-07-11|SHANTA GOLD LIMITED|Basic Materials|Basic Resources|Guernsey|Europe|AIM|No|71.45
2008-05-15|SHARE PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|41.66
2005-02-01|SHEARWATER GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|46.87
2017-12-18|SHEFA GEMS LTD|Basic Materials|Basic Resources|Israel|Middle East|MAIN MARKET|Yes|4.31
2013-05-07|SHERBORNE INVESTORS (GUERNSEY) B LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|20.45
2017-07-12|SHERBORNE INVESTORS (GUERNSEY) C LIMITED|||Guernsey|Europe|MAIN MARKET|No|197.40
2016-02-26|SHIELD THERAPEUTICS PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|103.62
1972-01-26|SHIRES INCOME PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|61.69
2014-05-23|SHOE ZONE PLC|Consumer Discretionary|Retail|United Kingdom|Europe|AIM|No|41.74
1989-05-18|SIG PLC|Industrials|Construction and Materials|United Kingdom|Europe|MAIN MARKET|No|137.60
2000-04-27|SIGMA CAPITAL GROUP PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|62.68
2005-08-03|SIGMAROC PLC|Industrials|Construction and Materials|United Kingdom|Europe|AIM|No|60.90
1960-11-11|SIGNATURE AVIATION PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|1365.64
2010-01-05|SILENCE THERAPEUTICS PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|388.44
2014-02-20|SIMEC ATLANTIS ENERGY LIMITED|Energy|Energy|Singapore|Asia|AIM|Yes|34.33
2006-11-02|SIMIGON LTD.|Technology|Technology|Israel|Middle East|AIM|Yes|3.18
2007-05-04|SIRIUS REAL ESTATE LD|Real Estate|Real Estate|Guernsey|Europe|MAIN MARKET|No|684.29
2005-02-14|SISTEMA PJSFC|Financials|Financial Services|Russian Federation|Europe|MAIN MARKET|Yes|0.00
1995-04-03|SK TELECOM CO LD|Telecommunications|Telecommunications|South Korea|Asia|MAIN MARKET|Yes|0.00
2017-04-05|SKINBIOTHERAPEUTICS PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|8.65
2005-05-24|SLINGSBY (H.C.) PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|0.65
1973-03-25|SMART (J.) & CO. (CONTRACTORS) PLC|Industrials|Construction and Materials|United Kingdom|Europe|MAIN MARKET|No|47.00
2011-07-08|SMART METERING SYSTEMS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|744.43
2006-09-06|SMARTSPACE SOFTWARE PLC|Technology|Technology|United Kingdom|Europe|AIM|No|5.09
2015-11-30|SME CREDIT REALISATION FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|125.32
1951-08-13|SMITH & NEPHEW PLC|Health Care|Health Care|United Kingdom|Europe|MAIN MARKET|No|12546.37
2012-07-02|SMITH (DS) PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|3779.62
1950-12-20|SMITHS GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|4857.48
2018-10-19|SMITHSON INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1370.04
2007-03-20|SMURFIT KAPPA GROUP PLC|Industrials|Industrial Goods and Services|Ireland|Europe|MAIN MARKET|Yes|5462.83
2014-07-04|SOCIETATEA ENERGETICA ELECTRICA SA|Utilities|Utilities|Romania|Europe|MAIN MARKET|Yes|0.00
2013-11-12|SOCIETATEA NATIONALA DE GAZE NATURALE "ROMGAZ" S.A.|Energy|Energy|Romania|Europe|MAIN MARKET|Yes|0.00
2015-11-13|SOFTCAT PLC|Technology|Technology|United Kingdom|Europe|MAIN MARKET|No|2060.21
2006-02-10|SOLGOLD PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|317.35
1996-06-26|SOLID STATE PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|32.80
2007-04-12|SOLO OIL PLC|Energy|Energy|United Kingdom|Europe|AIM|No|3.63
2006-11-01|SOMERO ENTERPRISE INC.|Industrials|Industrial Goods and Services|United States|North America|AIM|Yes|100.65
1996-09-10|SOPHEON PLC|Technology|Technology|United Kingdom|Europe|AIM|No|53.43
2005-03-31|SOSANDAR PLC|Consumer Discretionary|Retail|United Kingdom|Europe|AIM|No|11.54
2006-07-13|SOUND ENERGY PLC|Energy|Energy|United Kingdom|Europe|AIM|No|12.08
2015-05-26|SOUTH32 LIMITED|Basic Materials|Basic Resources|Australia|Pacific|MAIN MARKET|Yes|4415.75
2004-12-31|SPACEANDPEOPLE PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|1.02
2011-07-25|SPECTRA SYSTEMS CORPORATION|Industrials|Industrial Goods and Services|United States|North America|AIM|Yes|54.05
1988-11-29|SPECTRIS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|2851.93
1993-10-18|SPEEDY HIRE PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|258.61
2017-05-17|SPINNAKER OPPORTUNITIES PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1.37
2013-06-03|SPIRAX-SARCO ENGINEERING PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|6014.88
2014-07-23|SPIRE HEALTHCARE GROUP PLC|Health Care|Health Care|United Kingdom|Europe|MAIN MARKET|No|313.24
1955-07-13|SPIRENT COMMUNICATIONS PLC|Telecommunications|Telecommunications|United Kingdom|Europe|MAIN MARKET|No|1272.42
2007-07-18|SPITFIRE OIL LIMITED|Energy|Energy|Bermuda|North America|AIM|Yes|0.52
2000-09-05|SPORTECH PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|28.31
2017-10-16|SPRINGFIELD PROPERTIES PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|75.83
2014-07-14|SQN ASSET FINANCE INCOME FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|209.12
2015-09-23|SQN SECURED INCOME FUND PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|39.01
2005-11-02|SRT MARINE SYSTEMS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|45.68
1991-06-18|SSE PLC|Utilities|Utilities|United Kingdom|Europe|MAIN MARKET|No|13563.52
2014-07-15|SSP GROUP PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|1641.61
2006-09-13|ST JAMES HOUSE PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|1.00
2007-04-16|ST PETER PORT CAPITAL LIMITED|Financials|Financial Services|Guernsey|Europe|AIM|No|2.48
1996-08-27|ST. JAMES'S PLACE PLC|Financials|Insurance|United Kingdom|Europe|MAIN MARKET|No|4066.14
1986-04-28|ST.MODWEN PROPERTIES PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|734.96
2004-12-08|STAFFLINE GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|12.93
1993-04-27|STAGECOACH GROUP PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|384.58
1970-02-02|STANDARD CHARTERED PLC|Financials|Banks|United Kingdom|Europe|MAIN MARKET|No|14087.99
2006-07-10|STANDARD LIFE ABERDEEN PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|5145.76
2003-12-19|STANDARD LIFE INVESTMENTS PROPERTY INCOME TRUST LD|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|344.21
2001-05-29|STANDARD LIFE PRIVATE EQUITY TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|390.52
1993-08-19|STANDARD LIFE UK SMALLER COMPANIES TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|435.43
2000-09-19|STANLEY GIBBONS GROUP PLC|Consumer Discretionary|Retail|Jersey|Europe|AIM|No|6.62
2007-10-23|STAR PHOENIX GROUP LTD|Energy|Energy|Australia|Pacific|AIM|Yes|2.12
2013-02-27|STARCOM PLC|Technology|Technology|Jersey|Europe|AIM|No|4.06
2019-01-31|STARCREST EDUCATION THE BELT & ROAD LIMITED|Financials|Financial Services|Cayman Islands|North America|MAIN MARKET|Yes|9.06
2000-09-05|STARVEST PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|2.38
2012-12-17|STARWOOD EUROPEAN REAL ESTATE FINANCE LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|314.05
1996-10-11|STATE BANK OF INDIA|Financials|Banks|India|Asia|PROFESSIONAL SECURITIES MARKET|Yes|0.00
1996-03-15|STEEL AUTHORITY OF INDIA LD|Basic Materials|Basic Resources|India|Asia|PROFESSIONAL SECURITIES MARKET|Yes|0.00
2018-06-15|STENPROP LIMITED|Real Estate|Real Estate|Guernsey|Europe|MAIN MARKET|No|265.97
2005-09-15|STEPPE CEMENT LTD|Industrials|Construction and Materials|Malaysia|Asia|AIM|Yes|51.47
2002-10-21|STERLING ENERGY PLC|Energy|Energy|United Kingdom|Europe|AIM|No|17.27
2005-11-16|STHREE PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|304.16
1949-09-12|STILFONTEIN GOLD MINING CO LD|||South Africa|Africa|MAIN MARKET|Yes|0.00
2007-03-28|STM GROUP PLC|Financials|Financial Services|Isle of Man|Europe|AIM|No|13.66
2007-09-20|STOBART GROUP LD|Industrials|Industrial Goods and Services|Guernsey|Europe|MAIN MARKET|No|177.59
2013-10-25|STOCK SPIRITS GROUP PLC|Consumer Staples|Food, Beverage and Tobacco|United Kingdom|Europe|MAIN MARKET|No|328.00
2017-01-13|STRANGER HOLDINGS PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|2.00
2005-07-19|STRATEGIC EQUITY CAPITAL PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|114.88
2011-06-08|STRATEGIC MINERALS PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|6.60
2017-08-08|STRIX GROUP PLC|Industrials|Industrial Goods and Services|Isle of Man|Europe|AIM|No|313.12
1963-10-01|STUDIO RETAIL GROUP PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|129.66
1973-03-25|STV GROUP PLC|Consumer Discretionary|Media|United Kingdom|Europe|MAIN MARKET|No|124.24
2007-03-09|SUBEX LIMITED|Technology|Technology|India|Asia|PROFESSIONAL SECURITIES MARKET|Yes|0.00
2018-10-19|SUMMERWAY CAPITAL PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|5.98
2017-12-21|SUMO GROUP PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|238.28
2001-03-16|SUNPLUS TECHNOLOGY CO LD|Technology|Technology|Taiwan|Asia|PROFESSIONAL SECURITIES MARKET|Yes|0.00
2005-06-06|SUNRISE RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|2.97
2010-03-24|SUPERDRY PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|87.99
2017-07-21|SUPERMARKET INCOME REIT PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|369.97
2018-01-19|SURE VENTURES PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|4.99
2015-03-23|SURESERVE GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|62.78
2002-09-24|SURFACE TRANSFORMS PLC|Consumer Discretionary|Automobiles and Parts|United Kingdom|Europe|AIM|No|21.10
1998-07-07|SURGICAL INNOVATIONS GROUP PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|10.34
2004-09-27|SURGUTNEFTEGAS PUBLIC JOINT STOCK COMPANY|Energy|Energy|Russian Federation|Europe|ADMISSION TO TRADING ONLY|Yes|0.00
1996-12-23|SUTTON HARBOUR GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|18.55
2000-10-18|SVM UK EMERGING FUND PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|4.20
2011-03-25|SYLVANIA PLATINUM LIMITED|Basic Materials|Basic Resources|Bermuda|North America|AIM|Yes|109.98
2001-11-30|SYMPHONY ENVIRONMENTAL TECHNOLOGIES PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|19.98
2007-08-03|SYMPHONY INTERNATIONAL HOLDINGS LD|Financials|Financial Services|British Virgin Islands|North America|MAIN MARKET|Yes|122.96
2004-10-26|SYNAIRGEN PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|73.43
2012-10-26|SYNCONA LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|1380.42
2002-01-15|SYNECTICS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|21.09
1971-10-14|SYNTHOMER PLC|Basic Materials|Chemicals|United Kingdom|Europe|MAIN MARKET|No|1032.39
2013-01-14|SYSGROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|14.08
2006-12-05|SYSTEM1 GROUP PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|16.38
2010-03-29|TALKTALK TELECOM GROUP PLC|Telecommunications|Telecommunications|United Kingdom|Europe|MAIN MARKET|No|973.76
2000-09-27|TANDEM GROUP PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|6.92
2003-12-30|TANFIELD GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|2.84
2019-08-07|TARGET HEALTHCARE REIT PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|489.51
2019-11-22|TASEKO MINES LIMITED|Basic Materials|Basic Resources|Canada|North America|MAIN MARKET|Yes|67.70
2006-07-04|TASTY PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|2.47
2000-06-05|TATA GLOBAL BEVERAGES LD|Consumer Staples|Food, Beverage and Tobacco|India|Asia|PROFESSIONAL SECURITIES MARKET|Yes|0.00
2009-07-28|TATA POWER COMPANY LIMITED|Utilities|Utilities|India|Asia|ADMISSION TO TRADING ONLY|Yes|0.00
2009-07-27|TATA STEEL LIMITED|Basic Materials|Basic Resources|India|Asia|PROFESSIONAL SECURITIES MARKET|Yes|0.00
1938-12-09|TATE & LYLE PLC|Consumer Staples|Food, Beverage and Tobacco|United Kingdom|Europe|MAIN MARKET|No|3075.05
2017-07-06|TATTON ASSET MANAGEMENT PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|109.58
2009-10-05|TATUNG CO. LTD|Technology|Technology|Taiwan|Asia|ADMISSION TO TRADING ONLY|Yes|0.00
2015-02-13|TAVISTOCK INVESTMENTS PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|9.12
1947-03-07|TAYLOR WIMPEY PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|3858.38
2016-08-10|TBC BANK GROUP PLC|Financials|Banks|United Kingdom|Europe|MAIN MARKET|No|399.88
1949-09-08|TCLARKE PLC|Industrials|Construction and Materials|United Kingdom|Europe|MAIN MARKET|No|37.01
2013-10-25|TCS GROUP HOLDING PLC|Financials|Banks|Cyprus|Europe|MAIN MARKET|Yes|0.00
2018-05-23|TEAM17 GROUP PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|754.25
1997-07-24|TED BAKER PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|45.83
2014-04-04|TEKCAPITAL PLC|Technology|Technology|United Kingdom|Europe|AIM|No|4.93
2018-06-20|TEKMAR GROUP PLC|Energy|Energy|United Kingdom|Europe|AIM|No|49.98
2005-12-14|TELECOM EGYPT S.A.E.|Telecommunications|Telecommunications|Egypt|Middle East|MAIN MARKET|Yes|0.00
2000-07-26|TELECOM PLUS PLC|Telecommunications|Telecommunications|United Kingdom|Europe|MAIN MARKET|No|976.04
2005-04-04|TELIT COMMUNICATIONS PLC|Telecommunications|Telecommunications|United Kingdom|Europe|AIM|No|120.62
1952-04-15|TEMPLE BAR INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|509.57
1989-06-19|TEMPLETON EMERGING MARKETS INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1593.93
2017-04-13|TEN ENTERTAINMENT GROUP PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|119.44
2017-11-22|TEN LIFESTYLE GROUP PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|39.36
2007-07-27|TERN PLC|Technology|Technology|United Kingdom|Europe|AIM|No|12.04
1999-11-18|TERTIARY MINERALS PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|1.47
1947-12-23|TESCO PLC|Consumer Staples|Personal Care, Drug and Grocery Stores|United Kingdom|Europe|MAIN MARKET|No|22407.52
2015-11-09|TETRAGON FINANCIAL GROUP LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|547.27
1971-12-01|TEX HOLDINGS PLC|Industrials|Construction and Materials|United Kingdom|Europe|MAIN MARKET|No|0.00
2008-07-29|THALASSA HOLDINGS LIMITED|Energy|Energy|British Virgin Islands|North America|MAIN MARKET|Yes|7.99
2016-06-08|THARISA PLC|Basic Materials|Basic Resources|Cyprus|Europe|MAIN MARKET|Yes|106.65
2020-01-07|THE BARKBY GROUP PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|24.34
2008-07-03|THE COMMERCIAL BANK OF QATAR (Q.S.C.)|Financials|Banks|Qatar|Middle East|MAIN MARKET|Yes|0.00
